Country Name,medal_type,medal_code,medal_date,Gold,Silver,Bronze,Total,event_type,name_x,gender_x,is_team_event,Cluster,name_y,gender_y,function,NOC,country_code,nationality_code,height,weight,discipline,disciplines,event,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,language,coach,sporting_relatives
Italy,Bronze,3,7/27/24,12,13,15,40,TEAM,team-achievement,M,TRUE,3,,,,ITA,,,,,Swimming,,Men's 4 x 100m Freestyle Relay,,,,,,,,,,,,,
Italy,Silver,2,7/28/24,12,13,15,40,ATH,federico nilo maldini,M,FALSE,3,maldini federico nilo,Male,Athlete,ITA,ITA,ITA,0,0,Shooting,['Shooting'],10m Air Pistol Men,['10m Air Pistol Men'],3/28/01,BOLOGNA,Italy,BOLOGNA,Italy,"Maldo, Nilo","Video games, football, gym",Army officer,,"English, Italian",National: Mauro Badaracchi (ITA),
Italy,Bronze,3,7/28/24,12,13,15,40,ATH,paolo monna,M,FALSE,3,monna paolo,Male,Athlete,ITA,ITA,ITA,0,0,Shooting,['Shooting'],10m Air Pistol Men,['10m Air Pistol Men'],4/19/98,FASANO,Italy,CAROVIGNO,Italy,"Paul, Pol",Fishing,Police officer,,"English, Italian",National: Mauro Badaracchi (ITA).<br>Personal: Giuseppe Argentieri,
Italy,Gold,1,7/28/24,12,13,15,40,ATH,nicolo martinenghi,M,FALSE,3,martinenghi nicolo,Male,Athlete,ITA,ITA,ITA,0,0,Swimming,['Swimming'],Men's 100m Breaststroke,"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",8/1/99,VARESE,Italy,ROME,Italy,,"Basketball, music, shopping",Athlete,,"English, Italian",Club: Marco Pedoja,
Italy,Silver,2,7/29/24,12,13,15,40,HATH,filippo macchi,M,FALSE,3,macchi filippo,Male,Athlete,ITA,ITA,ITA,0,0,Fencing,['Fencing'],Men's Foil Individual,"[""Men's Foil Individual"", ""Men's Foil Team""]",9/19/01,PONTEDERA,Italy,PISA,Italy,Pippo,,"Athlete, policeman",,Italian,National: Stefano Cerioni (ITA),"Grandfather, Carlo Macchi (fencing), founder of the Navacchio Fencing Club, former coach of the national U20 team"
Italy,Gold,1,7/29/24,12,13,15,40,ATH,thomas ceccon,M,FALSE,3,ceccon thomas,Male,Athlete,ITA,ITA,ITA,0,0,Swimming,['Swimming'],Men's 100m Backstroke,"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",1/27/01,THIENE,Italy,VERONA,Italy,,,Athlete,,"English, Italian",Personal: Alberto Burlina (ITA),
Italy,Silver,2,7/30/24,12,13,15,40,TEAM,team-achievement,W,TRUE,3,,,,ITA,,,,,Artistic Gymnastics,,Women's Team,,,,,,,,,,,,,
Italy,Gold,1,7/30/24,12,13,15,40,HTEAM,team-achievement,W,FALSE,3,,,,ITA,,,,,Fencing,,Women's Épée Team,,,,,,,,,,,,,
Italy,Bronze,3,7/30/24,12,13,15,40,ATH,gregorio paltrinieri,M,FALSE,3,paltrinieri gregorio,Male,Athlete,ITA,ITA,ITA,0,0,Swimming,"['Marathon Swimming', 'Swimming']",Men's 800m Freestyle,"[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",9/5/94,CARPI,Italy,ROME,Italy,"Greg, Frecciarossa di Capri (the name of the high-speed train in Italy), SuperGreg","Watching basketball (New York Knicks), watching tennis (Rafael Nadal), architecture, design",Police athlete,"Political Science at LUISS Guido Carli University, Rome (ITA)","English, Italian",Personal: Fabrizio Antonelli (ITA),"Fiancee, Rossella Fiamingo (fencing), two-time Olympic medallist, two-time world champion"
Italy,Silver,2,7/31/24,12,13,15,40,TEAM,team-achievement,M,TRUE,3,,,,ITA,,,,,Rowing,,Men's Quadruple Sculls,,,,,,,,,,,,,
Italy,Silver,2,7/31/24,12,13,15,40,ATH,silvana maria stanco,W,FALSE,3,stanco silvana maria,Female,Athlete,ITA,ITA,ITA,0,0,Shooting,['Shooting'],Trap Women,['Trap Women'],1/6/93,WINTERTHUR,Switzerland,WINTERTHUR,Switzerland,,"Singing, playing piano, listening to music","Athlete, police officer",Studied Physical Education at the University of Zurich (SUI),"English, French, German, Italian, Portuguese",National: Marco Conti (ITA).<br>Personal: Donato Stanco (ITA) - her father,
Italy,Gold,1,8/1/24,12,13,15,40,ATH,giovanni de gennaro,M,FALSE,3,de gennaro giovanni,Male,Athlete,ITA,ITA,ITA,0,0,Canoe Slalom,['Canoe Slalom'],Men's Kayak Single,"[""Men's Kayak Single"", ""Men's Kayak Cross""]",7/21/92,BRESCIA,Italy,RONCADELLE,Italy,Giovi,"Playing music, basketball",Athlete,,"English, Italian",,"Brother, Riccardo De Gennaro (canoe slalom), best World Cup finish was 33rd in Prague (2012).</p><p>Sister-in-law, Stefanie Horn (canoe slalom), two-time Olympian (Rio 2016, Tokyo 2020), silver medallist in the mixed C2 event at the 2017 World Championships, three-time European Championship medallist (one gold, two silver)"
Italy,Silver,2,8/1/24,12,13,15,40,HTEAM,team-achievement,W,FALSE,3,,,,ITA,,,,,Fencing,,Women's Foil Team,,,,,,,,,,,,,
Italy,Gold,1,8/1/24,12,13,15,40,HATH,alice bellandi,W,FALSE,3,bellandi alice,Female,Athlete,ITA,ITA,ITA,0,0,Judo,['Judo'],Women -78 kg,"['Women -78 kg', 'Mixed Team']",11/20/98,BRESCIA,Italy,ROME,Italy,,,Military sports group,Pegaso Online University (ITA),"English, Italian",National: Francesco Bruyere (ITA).<br>Club: Antonio Chiara (ITA),
Italy,Silver,2,8/2/24,12,13,15,40,TEAM,team-achievement,M,TRUE,3,,,,ITA,,,,,Rowing,,Lightweight Men's Double Sculls,,,,,,,,,,,,,
Italy,Gold,1,8/3/24,12,13,15,40,ATH,marta maggetti,W,FALSE,3,maggetti marta,Female,Athlete,ITA,ITA,ITA,0,0,Sailing,['Sailing'],Women's Windsurfing,"[""Women's Windsurfing""]",1/10/96,CAGLIARI,Italy,CAGLIARI,Italy,,,,,,,
Italy,Bronze,3,8/3/24,12,13,15,40,HATH,lorenzo musetti,M,FALSE,3,musetti lorenzo,Male,Athlete,ITA,ITA,ITA,185,0,Tennis,['Tennis'],Men's Singles,"[""Men's Doubles"", ""Men's Singles""]",3/3/02,CARRARA,Italy,MONTE CARLO,Monaco,Muse,"Playing poker, playing card games, listening to classic rock music",,,"English, Italian",Personal: Simone Tartarini (ITA),
Italy,Silver,2,8/4/24,12,13,15,40,HTEAM,team-achievement,M,FALSE,3,,,,ITA,,,,,Fencing,,Men's Foil Team,,,,,,,,,,,,,
Italy,Silver,2,8/4/24,12,13,15,40,ATH,gregorio paltrinieri,M,FALSE,3,paltrinieri gregorio,Male,Athlete,ITA,ITA,ITA,0,0,Swimming,"['Marathon Swimming', 'Swimming']",Men's 1500m Freestyle,"[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",9/5/94,CARPI,Italy,ROME,Italy,"Greg, Frecciarossa di Capri (the name of the high-speed train in Italy), SuperGreg","Watching basketball (New York Knicks), watching tennis (Rafael Nadal), architecture, design",Police athlete,"Political Science at LUISS Guido Carli University, Rome (ITA)","English, Italian",Personal: Fabrizio Antonelli (ITA),"Fiancee, Rossella Fiamingo (fencing), two-time Olympic medallist, two-time world champion"
Italy,Gold,1,8/4/24,12,13,15,40,HCOUP,erranipaolini,W,TRUE,3,,,,ITA,,,,,Tennis,,Women's Doubles,,,,,,,,,,,,,
Italy,Gold,1,8/5/24,12,13,15,40,ATH,alice d'amato,W,FALSE,3,d'amato alice,Female,Athlete,ITA,ITA,ITA,0,0,Artistic Gymnastics,['Artistic Gymnastics'],Women's Balance Beam,"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",2/7/03,GENOA,Italy,BRESCIA,Italy,,Music,Armed forces athlete,,Italian,"National/personal: Enrico Casella (ITA).<br>Personal: Monica Bergamelli (ITA), Marco Campodonico (ITA)",
Italy,Bronze,3,8/5/24,12,13,15,40,ATH,manila esposito,W,FALSE,3,esposito manila,Female,Athlete,ITA,ITA,ITA,0,0,Artistic Gymnastics,['Artistic Gymnastics'],Women's Balance Beam,"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",11/2/06,BOSCOTRECASE,Italy,BRESCIA,Italy,,Cinema,Athlete,,Italian,Personal: Enrico Caselli (ITA),
Italy,Gold,1,8/5/24,12,13,15,40,HTEAM,team-achievement,X,FALSE,3,,,,ITA,,,,,Shooting,,Skeet Mixed Team,,,,,,,,,,,,,
Italy,Bronze,3,8/6/24,12,13,15,40,ATH,mattia furlani,M,FALSE,3,furlani mattia,Male,Athlete,ITA,ITA,ITA,183,0,Athletics,['Athletics'],Men's Long Jump,"[""Men's Long Jump""]",2/7/05,MARINO,Italy,,,,Fan of Italian football club Roma,Athlete,Linguistic studies,Italian,"Personal: Khadidiatou Seck (ITA), his mother","Father, Marcello (athletics), high jump personal best 2.27m in 1985. </p><p>Older sister, Erika (athletics), high jumper, represented Italy at the 2017 World Championships and 2016/2022 European Championships, 2013 World U18 silver medallist, 2017 European U23 bronze medallist. </p><p>Older brother, Luca (athletics), long jump"
Italy,Bronze,3,8/7/24,12,13,15,40,TEAM,team-achievement,M,TRUE,3,,,,ITA,,,,,Cycling Track,,Men's Team Pursuit,,,,,,,,,,,,,
Italy,Silver,2,8/8/24,12,13,15,40,COUP,casadeitacchini,M,TRUE,3,,,,ITA,,,,,Canoe Sprint,,Men's Canoe Double 500m,,,,,,,,,,,,,
Italy,Bronze,3,8/8/24,12,13,15,40,ATH,ginevra taddeucci,W,FALSE,3,taddeucci ginevra,Female,Athlete,ITA,ITA,ITA,0,0,Marathon Swimming,"['Marathon Swimming', 'Swimming']",Women's 10km,"[""Women's 10km"", ""Women's 1500m Freestyle""]",5/3/97,FLORENCE,Italy,EMPOLI,Italy,,,Athlete,,Italian,Club: Giovanni Pistelli,
Italy,Gold,1,8/8/24,12,13,15,40,TEAM,titabanti,X,TRUE,3,anti,Female,Athlete,ITA,ITA,ITA,0,0,Sailing,['Breaking'],Mixed Multihull,['B-Girls'],11/30/97,LIVORNO,Italy,AVIANO,Italy,,"Snowboarding, playing the guitar, spending time with family, listening to music",,,Italian,Personal: Alberto Pelus,
Italy,Bronze,3,8/9/24,12,13,15,40,ATH,andy diaz hernandez,M,FALSE,3,diaz hernandez andy,Male,Athlete,ITA,ITA,ITA,192,0,Athletics,['Athletics'],Men's Triple Jump,"[""Men's Triple Jump""]",12/25/95,HAVANA,Cuba,ROME,Italy,Il Leone,Dancing,Athlete,Electronics at UCCFD Manuel Fajardo (CUB),"Italian, Spanish",Fabrizio Donato (ITA),"Cousin, Osniel Tosca (athletics), 2007 World Championships finalist (fourth), 2008 World Indoor Championships finalist (sixth), 2001 World Youth Championships bronze medallist"
Italy,Silver,2,8/9/24,12,13,15,40,ATH,nadia battocletti,W,FALSE,3,battocletti nadia,Female,Athlete,ITA,ITA,ITA,170,0,Athletics,['Athletics'],"Women's 10,000m","[""Women's 10,000m"", ""Women's 5000m""]",4/12/00,CLES,Italy,TRENTO,Italy,,"Music, reading, playing tennis, watching television series","Police, athlete","Architecture, Building and Construction Engineering at the University of Trento (ITA)","Arabic, English, Italian","Personal: Giuliano Battocletti (ITA), her father","Father, Giuliano Battocletti (athletics), 1994 World Junior Championships 5000m bronze medallist, 5000m personal best: 13.20.88 in 1999. Competed for Italy at eight world cross country championships.</p><p>Her mother was also a runner"
Italy,Gold,1,8/9/24,12,13,15,40,TEAM,team-achievement,W,TRUE,3,,,,ITA,,,,,Cycling Track,,Women's Madison,,,,,,,,,,,,,
Italy,Bronze,3,8/9/24,12,13,15,40,HATH,simone alessio,M,FALSE,3,alessio simone,Male,Athlete,ITA,ITA,ITA,0,0,Taekwondo,['Taekwondo'],Men -80kg,['Men -80kg'],4/14/00,LIVORNO,Italy,ROME,Italy,Prince,Playing football,Athlete,"Studied Exercise Science at Pegaso Telematic University (Naples, ITA)","English, Italian",Club: Francesco Laface,
Italy,Bronze,3,8/9/24,12,13,15,40,ATH,antonino pizzolato,M,FALSE,3,pizzolato antonino,Male,Athlete,ITA,ITA,ITA,0,0,Weightlifting,['Weightlifting'],Men's 89kg,"[""Men's 89kg""]",8/20/96,CASTELVETRANO,Italy,ROME,Italy,"Nino, Ninuzzu, Caterpillar","Auto racing, cooking","Athlete, police officer",Studied Sport Science,"Italian, Sicilian, Spanish",National: Sebastiano Corbu (ITA),"Younger brother, Fabio Pizzolato (weightlifting), has represented Italy at the youth and junior levels, placing seventh in the overall at the 2021 Junior World Championships. </p><p>Father, Giacomo Pizzolato (auto racing), competed in rally car racing"
Italy,Silver,2,8/10/24,12,13,15,40,TEAM,team-achievement,M,TRUE,3,,,,ITA,,,,,Cycling Track,,Men's Madison,,,,,,,,,,,,,
Italy,Bronze,3,8/10/24,12,13,15,40,ATH,giorgio malan,M,FALSE,3,malan giorgio,Male,Athlete,ITA,ITA,ITA,0,0,Modern Pentathlon,['Modern Pentathlon'],Men's Individual,"[""Men's Individual""]",1/27/00,TURIN,Italy,,Italy,,"Like skiing and cycling, and playing piano and guitar",,Currently enrolled in a degree course in Economics and Management in Italy [university unknown],Italian,"National: Giancarlo Duranti (ITA), Umberto Mazzini (ITA)",
Italy,Gold,1,8/11/24,12,13,15,40,HTEAM,team-achievement,W,FALSE,3,,,,ITA,,,,,Volleyball,,Women,,,,,,,,,,,,,
Australia,Gold,1,7/27/24,18,19,16,53,ATH,grace brown,W,FALSE,3,brown grace,Female,Athlete,AUS,AUS,AUS,0,0,Cycling Road,['Cycling Road'],Women's Individual Time Trial,"[""Women's Road Race"", ""Women's Individual Time Trial""]",7/7/92,"CAMPERDOWN, VIC",Australia,,Italy,,,Athlete,"International Studies, Politics - University of Melbourne (AUS)",English,,
Australia,Silver,2,7/27/24,18,19,16,53,TEAM,team-achievement,M,TRUE,3,,,,AUS,,,,,Swimming,,Men's 4 x 100m Freestyle Relay,,,,,,,,,,,,,
Australia,Silver,2,7/27/24,18,19,16,53,ATH,elijah winnington,M,FALSE,3,winnington elijah,Male,Athlete,AUS,AUS,AUS,0,0,Swimming,['Swimming'],Men's 400m Freestyle,"[""Men's 400m Freestyle"", ""Men's 4 x 200m Freestyle Relay"", ""Men's 800m Freestyle""]",5/5/00,"GOLD COAST, QLD",Australia,,Australia,"Lij, Lijo",,,"Studying Business at Bond University, Gold Coast (QLD, AUS)",English,Club: Dean Boxall (AUS),
Australia,Gold,1,7/27/24,18,19,16,53,TEAM,team-achievement,W,TRUE,3,,,,AUS,,,,,Swimming,,Women's 4 x 100m Freestyle Relay,,,,,,,,,,,,,
Australia,Gold,1,7/27/24,18,19,16,53,ATH,ariarne titmus,W,FALSE,3,titmus ariarne,Female,Athlete,AUS,AUS,AUS,0,0,Swimming,['Swimming'],Women's 400m Freestyle,"[""Women's 200m Freestyle"", ""Women's 400m Freestyle"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 800m Freestyle""]",9/7/00,"LAUNCESTON, TAS",Australia,"BRISBANE, QLD",Australia,"Terminator, Arnie (reference to actor Arnold Schwarzenegger)",Cooking,Athlete,Studied for a Bachelor of Sport and Exercise Science degree,English,Club: Dean Boxall (AUS),
Australia,Gold,1,7/28/24,18,19,16,53,ATH,jessica fox,W,FALSE,3,fox jessica,Female,Athlete,AUS,AUS,AUS,0,0,Canoe Slalom,['Canoe Slalom'],Women's Kayak Single,"[""Women's Canoe Single"", ""Women's Kayak Single"", ""Women's Kayak Cross""]",6/11/94,MARSEILLE,France,"SYDNEY, NSW",Australia,"Jess, Foxy, The Flying Fox","Spending time with friends, going to the beach, music, travel, art, reading and surfing. Lover of dogs and rescue, especially greyhounds","Athlete, motivational speaker","Graduated in 2017 with a degree in Communications and Psychology from Swinburne University of Technology (VIC, Australia).</p><p>Studying a Masters of Business Administration at Griffith University (QLD, Australia). Expected to graduate in 2024","English, French, Spanish","Personal: Myriam Fox (FRA), her mother","Father, Richard Fox (canoe slalom), represented United Kingdom at the Barcelona 1992 Olympic Games, finishing fourth in K1 slalom, missing the podium by 0.33 seconds. Ten-time world championship gold medallist from 1979 to 1993.</p><p>Mother, Myriam Fox-Jerusalmi (canoe slalom), two-time French Olympian (1992, 1996) claiming K1 slalom bronze at Atlanta 1996. Eight-time world championship gold medallist from 1983 to 1995, adding two silver medals in 1987.</p><p>Sister, Noemie Fox (canoe slalom), alongside Jessica, won the C1 team world championship gold in 2019, after silver in 2017 and U23 bronze medals in 2016 (C1) and 2017 (K1). Claimed another four U23 and junior world championship team medals, including C1 team gold in 2013. Has one individual U23 world championship medal from 2018 (C1 bronze).</p><p>Aunt, Rachel Fox-Crosbee (canoe slalom), two-time British Olympian (1992, 1996). Four-time world championship K1 team medallist (one silver, three bronze)"
Australia,Silver,2,7/29/24,18,19,16,53,ATH,christopher burton,O,FALSE,3,burton christopher,Male,Athlete,AUS,AUS,AUS,0,0,Equestrian,['Equestrian'],Eventing Individual,"['Eventing Individual', 'Eventing Team']",11/22/81,"TOOWOOMBA, QLD",Australia,DORSET,United Kingdom,Chris. Burto,"Skiing, water skiing, golf, playing the guitar","Athlete, business owner, coach, horse trainer",,English,,"Wife, Rebekah Thompson (equestrian), has competed in eventing at an elite level"
Australia,Gold,1,7/29/24,18,19,16,53,ATH,mollie o'callaghan,W,FALSE,3,o'callaghan mollie,Female,Athlete,AUS,AUS,AUS,0,0,Swimming,['Swimming'],Women's 200m Freestyle,"[""Women's 100m Freestyle"", ""Women's 200m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']",4/2/04,SOUTH BRISBANE,Australia,BRISBANE,Australia,Mollie O,"Spending time with friends, painting, art, sewing",Athlete,,English,Club: Dean Boxall (AUS),
Australia,Silver,2,7/29/24,18,19,16,53,ATH,ariarne titmus,W,FALSE,3,titmus ariarne,Female,Athlete,AUS,AUS,AUS,0,0,Swimming,['Swimming'],Women's 200m Freestyle,"[""Women's 200m Freestyle"", ""Women's 400m Freestyle"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 800m Freestyle""]",9/7/00,"LAUNCESTON, TAS",Australia,"BRISBANE, QLD",Australia,"Terminator, Arnie (reference to actor Arnold Schwarzenegger)",Cooking,Athlete,Studied for a Bachelor of Sport and Exercise Science degree,English,Club: Dean Boxall (AUS),
Australia,Bronze,3,7/30/24,18,19,16,53,TEAM,team-achievement,M,TRUE,3,,,,AUS,,,,,Swimming,,Men's 4 x 200m Freestyle Relay,,,,,,,,,,,,,
Australia,Gold,1,7/30/24,18,19,16,53,ATH,kaylee mckeown,W,FALSE,3,mckeown kaylee,Female,Athlete,AUS,AUS,AUS,0,0,Swimming,['Swimming'],Women's 100m Backstroke,"[""Women's 100m Backstroke"", ""Women's 200m Backstroke"", ""Women's 200m Individual Medley"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",7/12/01,"REDCLIFFE, QLD",Australia,"GOLD COAST, QLD",Australia,"The Lion Cub, Pumbaa, Kmck",Going to the beach,"Athlete, student","University of the Sunshine Coast, QLD (AUS)",English,Club: Michael Bohl (AUS),"Sister, Taylor McKeown (swimming), 2016 Olympic Games silver medallist (4x100m medley relay) and 2014 Commonwealth Games gold medallist (200m breaststroke)"
Australia,Gold,1,7/31/24,18,19,16,53,ATH,jessica fox,W,FALSE,3,fox jessica,Female,Athlete,AUS,AUS,AUS,0,0,Canoe Slalom,['Canoe Slalom'],Women's Canoe Single,"[""Women's Canoe Single"", ""Women's Kayak Single"", ""Women's Kayak Cross""]",6/11/94,MARSEILLE,France,"SYDNEY, NSW",Australia,"Jess, Foxy, The Flying Fox","Spending time with friends, going to the beach, music, travel, art, reading and surfing. Lover of dogs and rescue, especially greyhounds","Athlete, motivational speaker","Graduated in 2017 with a degree in Communications and Psychology from Swinburne University of Technology (VIC, Australia).</p><p>Studying a Masters of Business Administration at Griffith University (QLD, Australia). Expected to graduate in 2024","English, French, Spanish","Personal: Myriam Fox (FRA), her mother","Father, Richard Fox (canoe slalom), represented United Kingdom at the Barcelona 1992 Olympic Games, finishing fourth in K1 slalom, missing the podium by 0.33 seconds. Ten-time world championship gold medallist from 1979 to 1993.</p><p>Mother, Myriam Fox-Jerusalmi (canoe slalom), two-time French Olympian (1992, 1996) claiming K1 slalom bronze at Atlanta 1996. Eight-time world championship gold medallist from 1983 to 1995, adding two silver medals in 1987.</p><p>Sister, Noemie Fox (canoe slalom), alongside Jessica, won the C1 team world championship gold in 2019, after silver in 2017 and U23 bronze medals in 2016 (C1) and 2017 (K1). Claimed another four U23 and junior world championship team medals, including C1 team gold in 2013. Has one individual U23 world championship medal from 2018 (C1 bronze).</p><p>Aunt, Rachel Fox-Crosbee (canoe slalom), two-time British Olympian (1992, 1996). Four-time world championship K1 team medallist (one silver, three bronze)"
Australia,Bronze,3,7/31/24,18,19,16,53,ATH,natalya diehm,W,FALSE,3,diehm natalya,Female,Athlete,AUS,AUS,AUS,0,0,Cycling BMX Freestyle,['Cycling BMX Freestyle'],Women's Park,"[""Women's Park""]",9/23/97,"GLADSTONE, QLD",Australia,"GLADSTONE, QLD",Australia,,,"Athlete, coach",,English,,
Australia,Bronze,3,7/31/24,18,19,16,53,ATH,penny smith,W,FALSE,3,smith penny,Female,Athlete,AUS,AUS,AUS,0,0,Shooting,['Shooting'],Trap Women,['Trap Women'],4/21/95,"GEELONG, VIC",Australia,"BOOKAAR, VIC",Australia,Smithy,"Horse riding, netball, being on the farm with her family",Works in hospitality,,English,"National: Renae Birgan (AUS)<br>Personal: Michael Smith (AUS), Kim Smith (AUS) - her parents","Mother, Kim Smith (nee Darwin, equestrian), was the groom to equestrian Olympian Andrew Hoy’s horses at the Los Angeles 1984 Olympic Games"
